player_id,award_id,year,league_id,tie,notes
gehrich01,Baseball Magazine All-Star,1935,ML,NULL,2B
martipe01,Baseball Magazine All-Star,1935,ML,NULL,3B
cochrmi01,Baseball Magazine All-Star,1935,ML,NULL,C
bergewa01,Baseball Magazine All-Star,1935,ML,NULL,CF
medwijo01,Baseball Magazine All-Star,1935,ML,NULL,LF
deandi01,Baseball Magazine All-Star,1935,ML,NULL,P1
ferrewe01,Baseball Magazine All-Star,1935,ML,NULL,P2
hubbeca01,Baseball Magazine All-Star,1935,ML,NULL,P3
bridgto01,Baseball Magazine All-Star,1935,ML,NULL,P4
ottme01,Baseball Magazine All-Star,1935,ML,NULL,RF
vaughar01,Baseball Magazine All-Star,1935,ML,NULL,SS
terrybi01,Baseball Magazine All-Star,1935,NL,NULL,1B
hermabi01,Baseball Magazine All-Star,1935,NL,NULL,2B
martipe01,Baseball Magazine All-Star,1935,NL,NULL,3B
hartnga01,Baseball Magazine All-Star,1935,NL,NULL,C
bergewa01,Baseball Magazine All-Star,1935,NL,NULL,CF
medwijo01,Baseball Magazine All-Star,1935,NL,NULL,LF
deandi01,Baseball Magazine All-Star,1935,NL,NULL,P1
hubbeca01,Baseball Magazine All-Star,1935,NL,NULL,P2
warnelo01,Baseball Magazine All-Star,1935,NL,NULL,P3
derripa01,Baseball Magazine All-Star,1935,NL,NULL,P4
ottme01,Baseball Magazine All-Star,1935,NL,NULL,RF
vaughar01,Baseball Magazine All-Star,1935,NL,NULL,SS
greenha01,Most Valuable Player,1935,AL,NULL,NULL
hartnga01,Most Valuable Player,1935,NL,NULL,NULL
greenha01,TSN All-Star,1935,ML,NULL,1B
gehrich01,TSN All-Star,1935,ML,NULL,2B
martipe01,TSN All-Star,1935,ML,NULL,3B
cochrmi01,TSN All-Star,1935,ML,NULL,C
cramedo01,TSN All-Star,1935,ML,NULL,OF
medwijo01,TSN All-Star,1935,ML,NULL,OF
ottme01,TSN All-Star,1935,ML,NULL,OF
deandi01,TSN All-Star,1935,ML,NULL,P
hubbeca01,TSN All-Star,1935,ML,NULL,P
vaughar01,TSN All-Star,1935,ML,NULL,SS
greenha01,TSN Guide MVP,1935,AL,NULL,NULL
vaughar01,TSN Guide MVP,1935,NL,NULL,NULL
gehrilo01,Baseball Magazine All-Star,1936,AL,NULL,1B
gehrich01,Baseball Magazine All-Star,1936,AL,NULL,2B
owenma01,Baseball Magazine All-Star,1936,AL,NULL,3B
dickebi01,Baseball Magazine All-Star,1936,AL,NULL,C
averiea01,Baseball Magazine All-Star,1936,AL,NULL,CF
dimagjo01,Baseball Magazine All-Star,1936,AL,NULL,LF
bridgto01,Baseball Magazine All-Star,1936,AL,NULL,P1
kenneve01,Baseball Magazine All-Star,1936,AL,NULL,P2
ferrewe01,Baseball Magazine All-Star,1936,AL,NULL,P3
allenjo02,Baseball Magazine All-Star,1936,AL,NULL,P4
moseswa01,Baseball Magazine All-Star,1936,AL,NULL,RF
applilu01,Baseball Magazine All-Star,1936,AL,NULL,SS
gehrilo01,Baseball Magazine All-Star,1936,ML,NULL,1B
gehrich01,Baseball Magazine All-Star,1936,ML,NULL,2B
hackst01,Baseball Magazine All-Star,1936,ML,NULL,3B
dickebi01,Baseball Magazine All-Star,1936,ML,NULL,C
averiea01,Baseball Magazine All-Star,1936,ML,NULL,CF
dimagjo01,Baseball Magazine All-Star,1936,ML,NULL,LF
hubbeca01,Baseball Magazine All-Star,1936,ML,NULL,P1
deandi01,Baseball Magazine All-Star,1936,ML,NULL,P2
bridgto01,Baseball Magazine All-Star,1936,ML,NULL,P3
kenneve01,Baseball Magazine All-Star,1936,ML,NULL,P4
wanerpa01,Baseball Magazine All-Star,1936,ML,NULL,RF
applilu01,Baseball Magazine All-Star,1936,ML,NULL,SS
suhrgu01,Baseball Magazine All-Star,1936,NL,NULL,1B
hermabi01,Baseball Magazine All-Star,1936,NL,NULL,2B
hackst01,Baseball Magazine All-Star,1936,NL,NULL,3B
hartnga01,Baseball Magazine All-Star,1936,NL,NULL,C
cuyleki01,Baseball Magazine All-Star,1936,NL,NULL,CF
medwijo01,Baseball Magazine All-Star,1936,NL,NULL,LF
hubbeca01,Baseball Magazine All-Star,1936,NL,NULL,P1
deandi01,Baseball Magazine All-Star,1936,NL,NULL,P2
frencla01,Baseball Magazine All-Star,1936,NL,NULL,P3
macfada01,Baseball Magazine All-Star,1936,NL,NULL,P4
wanerpa01,Baseball Magazine All-Star,1936,NL,NULL,RF
vaughar01,Baseball Magazine All-Star,1936,NL,NULL,SS
gehrilo01,Most Valuable Player,1936,AL,NULL,NULL
hubbeca01,Most Valuable Player,1936,NL,NULL,NULL
gehrilo01,TSN All-Star,1936,ML,NULL,1B
gehrich01,TSN All-Star,1936,ML,NULL,2B
higgipi01,TSN All-Star,1936,ML,NULL,3B
dickebi01,TSN All-Star,1936,ML,NULL,C
averiea01,TSN All-Star,1936,ML,NULL,OF
medwijo01,TSN All-Star,1936,ML,NULL,OF
ottme01,TSN All-Star,1936,ML,NULL,OF
deandi01,TSN All-Star,1936,ML,NULL,P
hubbeca01,TSN All-Star,1936,ML,NULL,P
applilu01,TSN All-Star,1936,ML,NULL,SS
gehrilo01,TSN Guide MVP,1936,AL,NULL,NULL
hubbeca01,TSN Guide MVP,1936,NL,NULL,NULL
hubbeca01,TSN Major League Player of the Year,1936,ML,NULL,NULL
gehrilo01,Baseball Magazine All-Star,1937,AL,NULL,1B
gehrich01,Baseball Magazine All-Star,1937,AL,NULL,2B
higgipi01,Baseball Magazine All-Star,1937,AL,NULL,3B
dickebi01,Baseball Magazine All-Star,1937,AL,NULL,C
dimagjo01,Baseball Magazine All-Star,1937,AL,NULL,CF
moseswa01,Baseball Magazine All-Star,1937,AL,NULL,LF
gomezle01,Baseball Magazine All-Star,1937,AL,NULL,P1
lawsoro01,Baseball Magazine All-Star,1937,AL,NULL,P2
grovele01,Baseball Magazine All-Star,1937,AL,NULL,P3
allenjo02,Baseball Magazine All-Star,1937,AL,NULL,P4
vosmijo01,Baseball Magazine All-Star,1937,AL,NULL,RF
applilu01,Baseball Magazine All-Star,1937,AL,NULL,SS
gehrilo01,Baseball Magazine All-Star,1937,ML,NULL,1B
gehrich01,Baseball Magazine All-Star,1937,ML,NULL,2B
whitnpi01,Baseball Magazine All-Star,1937,ML,NULL,3B
dickebi01,Baseball Magazine All-Star,1937,ML,NULL,C
dimagjo01,Baseball Magazine All-Star,1937,ML,NULL,CF
medwijo01,Baseball Magazine All-Star,1937,ML,NULL,LF
hubbeca01,Baseball Magazine All-Star,1937,ML,NULL,P1
gomezle01,Baseball Magazine All-Star,1937,ML,NULL,P2
fettelo01,Baseball Magazine All-Star,1937,ML,NULL,P3
warnelo01,Baseball Magazine All-Star,1937,ML,NULL,P4
wanerpa01,Baseball Magazine All-Star,1937,ML,NULL,RF
applilu01,Baseball Magazine All-Star,1937,ML,NULL,SS
mizejo01,Baseball Magazine All-Star,1937,NL,NULL,1B
hermabi01,Baseball Magazine All-Star,1937,NL,NULL,2B
whitnpi01,Baseball Magazine All-Star,1937,NL,NULL,3B
hartnga01,Baseball Magazine All-Star,1937,NL,NULL,C
demarfr02,Baseball Magazine All-Star,1937,NL,NULL,CF
medwijo01,Baseball Magazine All-Star,1937,NL,NULL,LF
hubbeca01,Baseball Magazine All-Star,1937,NL,NULL,P1
fettelo01,Baseball Magazine All-Star,1937,NL,NULL,P2
turneji01,Baseball Magazine All-Star,1937,NL,NULL,P3
warnelo01,Baseball Magazine All-Star,1937,NL,NULL,P4
wanerpa01,Baseball Magazine All-Star,1937,NL,NULL,RF
vaughar01,Baseball Magazine All-Star,1937,NL,NULL,SS
gehrich01,Most Valuable Player,1937,AL,NULL,NULL
medwijo01,Most Valuable Player,1937,NL,NULL,NULL
gomezle01,Pitching Triple Crown,1937,AL,NULL,NULL
medwijo01,Triple Crown,1937,NL,NULL,NULL
gehrilo01,TSN All-Star,1937,ML,NULL,1B
gehrich01,TSN All-Star,1937,ML,NULL,2B
rolfere01,TSN All-Star,1937,ML,NULL,3B
hartnga01,TSN All-Star,1937,ML,NULL,C
dimagjo01,TSN All-Star,1937,ML,NULL,OF
medwijo01,TSN All-Star,1937,ML,NULL,OF
wanerpa01,TSN All-Star,1937,ML,NULL,OF
hubbeca01,TSN All-Star,1937,ML,NULL,P
ruffire01,TSN All-Star,1937,ML,NULL,P
bartedi01,TSN All-Star,1937,ML,NULL,SS
gehrich01,TSN Guide MVP,1937,AL,NULL,NULL
medwijo01,TSN Guide MVP,1937,NL,NULL,NULL
allenjo02,TSN Major League Player of the Year,1937,ML,NULL,NULL
foxxji01,Baseball Magazine All-Star,1938,AL,NULL,1B
gehrich01,Baseball Magazine All-Star,1938,AL,NULL,2B
rolfere01,Baseball Magazine All-Star,1938,AL,NULL,3B
dickebi01,Baseball Magazine All-Star,1938,AL,NULL,C1
hemslro01,Baseball Magazine All-Star,1938,AL,NULL,C2
dimagjo01,Baseball Magazine All-Star,1938,AL,NULL,CF
heathje01,Baseball Magazine All-Star,1938,AL,NULL,LF
ruffire01,Baseball Magazine All-Star,1938,AL,NULL,P1
gomezle01,Baseball Magazine All-Star,1938,AL,NULL,P2
grovele01,Baseball Magazine All-Star,1938,AL,NULL,P3
allenjo02,Baseball Magazine All-Star,1938,AL,NULL,P4
newsobo01,Baseball Magazine All-Star,1938,AL,NULL,P5
averiea01,Baseball Magazine All-Star,1938,AL,NULL,RF
cronijo01,Baseball Magazine All-Star,1938,AL,NULL,SS
foxxji01,Baseball Magazine All-Star,1938,ML,NULL,1B
gehrich01,Baseball Magazine All-Star,1938,ML,NULL,2B
rolfere01,Baseball Magazine All-Star,1938,ML,NULL,3B
dickebi01,Baseball Magazine All-Star,1938,ML,NULL,C
dimagjo01,Baseball Magazine All-Star,1938,ML,NULL,CF
medwijo01,Baseball Magazine All-Star,1938,ML,NULL,LF
ruffire01,Baseball Magazine All-Star,1938,ML,NULL,P1
derripa01,Baseball Magazine All-Star,1938,ML,NULL,P2
vandejo01,Baseball Magazine All-Star,1938,ML,NULL,P3
ottme01,Baseball Magazine All-Star,1938,ML,NULL,RF
vaughar01,Baseball Magazine All-Star,1938,ML,NULL,SS
mccorfr01,Baseball Magazine All-Star,1938,NL,NULL,1B
hermabi01,Baseball Magazine All-Star,1938,NL,NULL,2B
hackst01,Baseball Magazine All-Star,1938,NL,NULL,3B
lombaer01,Baseball Magazine All-Star,1938,NL,NULL,C1
danniha01,Baseball Magazine All-Star,1938,NL,NULL,C2
ottme01,Baseball Magazine All-Star,1938,NL,NULL,CF
medwijo01,Baseball Magazine All-Star,1938,NL,NULL,LF
derripa01,Baseball Magazine All-Star,1938,NL,NULL,P1
hubbeca01,Baseball Magazine All-Star,1938,NL,NULL,P2
leebi02,Baseball Magazine All-Star,1938,NL,NULL,P3
vandejo01,Baseball Magazine All-Star,1938,NL,NULL,P4
turneji01,Baseball Magazine All-Star,1938,NL,NULL,P5
goodmiv01,Baseball Magazine All-Star,1938,NL,NULL,RF
vaughar01,Baseball Magazine All-Star,1938,NL,NULL,SS
foxxji01,Most Valuable Player,1938,AL,NULL,NULL
lombaer01,Most Valuable Player,1938,NL,NULL,NULL
foxxji01,TSN All-Star,1938,ML,NULL,1B
gehrich01,TSN All-Star,1938,ML,NULL,2B
rolfere01,TSN All-Star,1938,ML,NULL,3B
dickebi01,TSN All-Star,1938,ML,NULL,C
dimagjo01,TSN All-Star,1938,ML,NULL,OF
medwijo01,TSN All-Star,1938,ML,NULL,OF
ottme01,TSN All-Star,1938,ML,NULL,OF
gomezle01,TSN All-Star,1938,ML,NULL,P
ruffire01,TSN All-Star,1938,ML,NULL,P
vandejo01,TSN All-Star,1938,ML,NULL,P
cronijo01,TSN All-Star,1938,ML,NULL,SS
foxxji01,TSN Guide MVP,1938,AL,NULL,NULL
lombaer01,TSN Guide MVP,1938,NL,NULL,NULL
vandejo01,TSN Major League Player of the Year,1938,ML,NULL,NULL
foxxji01,Baseball Magazine All-Star,1939,AL,NULL,1B
gordojo01,Baseball Magazine All-Star,1939,AL,NULL,2B
rolfere01,Baseball Magazine All-Star,1939,AL,NULL,3B
dickebi01,Baseball Magazine All-Star,1939,AL,NULL,C
dimagjo01,Baseball Magazine All-Star,1939,AL,NULL,CF
johnsbo01,Baseball Magazine All-Star,1939,AL,NULL,LF
fellebo01,Baseball Magazine All-Star,1939,AL,NULL,P1
ruffire01,Baseball Magazine All-Star,1939,AL,NULL,P2
leonadu02,Baseball Magazine All-Star,1939,AL,NULL,P3
willite01,Baseball Magazine All-Star,1939,AL,NULL,RF
cronijo01,Baseball Magazine All-Star,1939,AL,NULL,SS
foxxji01,Baseball Magazine All-Star,1939,ML,NULL,1B
gordojo01,Baseball Magazine All-Star,1939,ML,NULL,2B
rolfere01,Baseball Magazine All-Star,1939,ML,NULL,3B
dickebi01,Baseball Magazine All-Star,1939,ML,NULL,C
dimagjo01,Baseball Magazine All-Star,1939,ML,NULL,CF
medwijo01,Baseball Magazine All-Star,1939,ML,NULL,LF
waltebu01,Baseball Magazine All-Star,1939,ML,NULL,P1
derripa01,Baseball Magazine All-Star,1939,ML,NULL,P2
fellebo01,Baseball Magazine All-Star,1939,ML,NULL,P3
ruffire01,Baseball Magazine All-Star,1939,ML,NULL,P4
daviscu01,Baseball Magazine All-Star,1939,ML,NULL,P5
willite01,Baseball Magazine All-Star,1939,ML,NULL,RF
cronijo01,Baseball Magazine All-Star,1939,ML,NULL,SS
mccorfr01,Baseball Magazine All-Star,1939,NL,NULL,1B
freylo01,Baseball Magazine All-Star,1939,NL,NULL,2B
lavagco01,Baseball Magazine All-Star,1939,NL,NULL,3B
danniha01,Baseball Magazine All-Star,1939,NL,NULL,C
leibeha01,Baseball Magazine All-Star,1939,NL,NULL,CF
medwijo01,Baseball Magazine All-Star,1939,NL,NULL,LF
waltebu01,Baseball Magazine All-Star,1939,NL,NULL,P1
derripa01,Baseball Magazine All-Star,1939,NL,NULL,P2
daviscu01,Baseball Magazine All-Star,1939,NL,NULL,P3
ottme01,Baseball Magazine All-Star,1939,NL,NULL,RF
vaughar01,Baseball Magazine All-Star,1939,NL,NULL,SS
dimagjo01,Most Valuable Player,1939,AL,NULL,NULL
waltebu01,Most Valuable Player,1939,NL,NULL,NULL
waltebu01,Pitching Triple Crown,1939,NL,NULL,NULL
foxxji01,TSN All-Star,1939,ML,NULL,1B
gordojo01,TSN All-Star,1939,ML,NULL,2B
rolfere01,TSN All-Star,1939,ML,NULL,3B
dickebi01,TSN All-Star,1939,ML,NULL,C
dimagjo01,TSN All-Star,1939,ML,NULL,OF
medwijo01,TSN All-Star,1939,ML,NULL,OF
willite01,TSN All-Star,1939,ML,NULL,OF
fellebo01,TSN All-Star,1939,ML,NULL,P
ruffire01,TSN All-Star,1939,ML,NULL,P
waltebu01,TSN All-Star,1939,ML,NULL,P
cronijo01,TSN All-Star,1939,ML,NULL,SS
dimagjo01,TSN Guide MVP,1939,AL,NULL,NULL
waltebu01,TSN Guide MVP,1939,NL,NULL,NULL
dimagjo01,TSN Major League Player of the Year,1939,ML,NULL,NULL
foxxji01,Baseball Magazine All-Star,1940,AL,NULL,1B
gordojo01,Baseball Magazine All-Star,1940,AL,NULL,2B
cliftha01,Baseball Magazine All-Star,1940,AL,NULL,3B
hayesfr01,Baseball Magazine All-Star,1940,AL,NULL,C
dimagjo01,Baseball Magazine All-Star,1940,AL,NULL,CF
greenha01,Baseball Magazine All-Star,1940,AL,NULL,LF
fellebo01,Baseball Magazine All-Star,1940,AL,NULL,P1
newsobo01,Baseball Magazine All-Star,1940,AL,NULL,P2
kellech01,Baseball Magazine All-Star,1940,AL,NULL,RF
applilu01,Baseball Magazine All-Star,1940,AL,NULL,SS
mizejo01,Baseball Magazine All-Star,1940,ML,NULL,1B
gordojo01,Baseball Magazine All-Star,1940,ML,NULL,2B
cliftha01,Baseball Magazine All-Star,1940,ML,NULL,3B
danniha01,Baseball Magazine All-Star,1940,ML,NULL,C
dimagjo01,Baseball Magazine All-Star,1940,ML,NULL,CF
greenha01,Baseball Magazine All-Star,1940,ML,NULL,LF
fellebo01,Baseball Magazine All-Star,1940,ML,NULL,P1
waltebu01,Baseball Magazine All-Star,1940,ML,NULL,P2
newsobo01,Baseball Magazine All-Star,1940,ML,NULL,P3
derripa01,Baseball Magazine All-Star,1940,ML,NULL,P4
nichobi01,Baseball Magazine All-Star,1940,ML,NULL,RF
applilu01,Baseball Magazine All-Star,1940,ML,NULL,SS
mizejo01,Baseball Magazine All-Star,1940,NL,NULL,1B
hermabi01,Baseball Magazine All-Star,1940,NL,NULL,2B
werbebi01,Baseball Magazine All-Star,1940,NL,NULL,3B
danniha01,Baseball Magazine All-Star,1940,NL,NULL,C
leibeha01,Baseball Magazine All-Star,1940,NL,NULL,CF
medwijo01,Baseball Magazine All-Star,1940,NL,NULL,LF
waltebu01,Baseball Magazine All-Star,1940,NL,NULL,P1
derripa01,Baseball Magazine All-Star,1940,NL,NULL,P2
nichobi01,Baseball Magazine All-Star,1940,NL,NULL,RF
milleed03,Baseball Magazine All-Star,1940,NL,NULL,SS
greenha01,Most Valuable Player,1940,AL,NULL,NULL
mccorfr01,Most Valuable Player,1940,NL,NULL,NULL
fellebo01,Pitching Triple Crown,1940,AL,NULL,NULL
mccorfr01,TSN All-Star,1940,ML,NULL,1B
gordojo01,TSN All-Star,1940,ML,NULL,2B
hackst01,TSN All-Star,1940,ML,NULL,3B
danniha01,TSN All-Star,1940,ML,NULL,C
dimagjo01,TSN All-Star,1940,ML,NULL,OF
greenha01,TSN All-Star,1940,ML,NULL,OF
willite01,TSN All-Star,1940,ML,NULL,OF
derripa01,TSN All-Star,1940,ML,NULL,P
fellebo01,TSN All-Star,1940,ML,NULL,P
waltebu01,TSN All-Star,1940,ML,NULL,P
applilu01,TSN All-Star,1940,ML,NULL,SS
greenha01,TSN Guide MVP,1940,AL,NULL,NULL
mccorfr01,TSN Guide MVP,1940,NL,NULL,NULL
fellebo01,TSN Major League Player of the Year,1940,ML,NULL,NULL
foxxji01,Baseball Magazine All-Star,1941,AL,NULL,1B
gordojo01,Baseball Magazine All-Star,1941,AL,NULL,2B
taborji01,Baseball Magazine All-Star,1941,AL,NULL,3B
dickebi01,Baseball Magazine All-Star,1941,AL,NULL,C
dimagjo01,Baseball Magazine All-Star,1941,AL,NULL,CF
willite01,Baseball Magazine All-Star,1941,AL,NULL,LF
fellebo01,Baseball Magazine All-Star,1941,AL,NULL,P1
leeth01,Baseball Magazine All-Star,1941,AL,NULL,P2
ruffire01,Baseball Magazine All-Star,1941,AL,NULL,P3
newsodi01,Baseball Magazine All-Star,1941,AL,NULL,P4
leonadu02,Baseball Magazine All-Star,1941,AL,NULL,P5
heathje01,Baseball Magazine All-Star,1941,AL,NULL,RF
travice01,Baseball Magazine All-Star,1941,AL,NULL,SS
camildo01,Baseball Magazine All-Star,1941,ML,NULL,1B
gordojo01,Baseball Magazine All-Star,1941,ML,NULL,2B
brownji03,Baseball Magazine All-Star,1941,ML,NULL,3B
dickebi01,Baseball Magazine All-Star,1941,ML,NULL,C
dimagjo01,Baseball Magazine All-Star,1941,ML,NULL,CF
willite01,Baseball Magazine All-Star,1941,ML,NULL,LF
fellebo01,Baseball Magazine All-Star,1941,ML,NULL,P1
wyattwh01,Baseball Magazine All-Star,1941,ML,NULL,P2
leeth01,Baseball Magazine All-Star,1941,ML,NULL,P3
whiteer01,Baseball Magazine All-Star,1941,ML,NULL,P4
riddlel01,Baseball Magazine All-Star,1941,ML,NULL,P5
heathje01,Baseball Magazine All-Star,1941,ML,NULL,RF
travice01,Baseball Magazine All-Star,1941,ML,NULL,SS
camildo01,Baseball Magazine All-Star,1941,NL,NULL,1B
crespcr01,Baseball Magazine All-Star,1941,NL,NULL,2B
brownji03,Baseball Magazine All-Star,1941,NL,NULL,3B
lopezal01,Baseball Magazine All-Star,1941,NL,NULL,C
reisepe01,Baseball Magazine All-Star,1941,NL,NULL,CF
medwijo01,Baseball Magazine All-Star,1941,NL,NULL,LF
wyattwh01,Baseball Magazine All-Star,1941,NL,NULL,P1
riddlel01,Baseball Magazine All-Star,1941,NL,NULL,P2
whiteer01,Baseball Magazine All-Star,1941,NL,NULL,P3
higbeki01,Baseball Magazine All-Star,1941,NL,NULL,P4
warnelo01,Baseball Magazine All-Star,1941,NL,NULL,P5
slaugen01,Baseball Magazine All-Star,1941,NL,NULL,RF
jurgebi01,Baseball Magazine All-Star,1941,NL,NULL,SS
dimagjo01,Most Valuable Player,1941,AL,NULL,NULL
camildo01,Most Valuable Player,1941,NL,NULL,NULL
camildo01,TSN All-Star,1941,ML,NULL,1B
gordojo01,TSN All-Star,1941,ML,NULL,2B
hackst01,TSN All-Star,1941,ML,NULL,3B
dickebi01,TSN All-Star,1941,ML,NULL,C
dimagjo01,TSN All-Star,1941,ML,NULL,OF
reisepe01,TSN All-Star,1941,ML,NULL,OF
willite01,TSN All-Star,1941,ML,NULL,OF
fellebo01,TSN All-Star,1941,ML,NULL,P
leeth01,TSN All-Star,1941,ML,NULL,P
wyattwh01,TSN All-Star,1941,ML,NULL,P
travice01,TSN All-Star,1941,ML,NULL,SS
dimagjo01,TSN Guide MVP,1941,AL,NULL,NULL
camildo01,TSN Guide MVP,1941,NL,NULL,NULL
willite01,TSN Major League Player of the Year,1941,ML,NULL,NULL
hassebu01,Baseball Magazine All-Star,1942,AL,NULL,1B
gordojo01,Baseball Magazine All-Star,1942,AL,NULL,2B
keltnke01,Baseball Magazine All-Star,1942,AL,NULL,3B
dickebi01,Baseball Magazine All-Star,1942,AL,NULL,C
dimagjo01,Baseball Magazine All-Star,1942,AL,NULL,CF
willite01,Baseball Magazine All-Star,1942,AL,NULL,LF
hughste01,Baseball Magazine All-Star,1942,AL,NULL,P1
bonhati01,Baseball Magazine All-Star,1942,AL,NULL,P2
bagbyji02,Baseball Magazine All-Star,1942,AL,NULL,P3
marchph01,Baseball Magazine All-Star,1942,AL,NULL,P4
chandsp01,Baseball Magazine All-Star,1942,AL,NULL,P5
spencst01,Baseball Magazine All-Star,1942,AL,NULL,RF
stephve01,Baseball Magazine All-Star,1942,AL,NULL,SS
mizejo01,Baseball Magazine All-Star,1942,ML,NULL,1B
gordojo01,Baseball Magazine All-Star,1942,ML,NULL,2B
keltnke01,Baseball Magazine All-Star,1942,ML,NULL,3B
dickebi01,Baseball Magazine All-Star,1942,ML,NULL,C
dimagjo01,Baseball Magazine All-Star,1942,ML,NULL,CF
willite01,Baseball Magazine All-Star,1942,ML,NULL,LF
coopemo01,Baseball Magazine All-Star,1942,ML,NULL,P1
hughste01,Baseball Magazine All-Star,1942,ML,NULL,P2
wyattwh01,Baseball Magazine All-Star,1942,ML,NULL,P3
bonhati01,Baseball Magazine All-Star,1942,ML,NULL,P4
vandejo01,Baseball Magazine All-Star,1942,ML,NULL,P5
slaugen01,Baseball Magazine All-Star,1942,ML,NULL,RF
stephve01,Baseball Magazine All-Star,1942,ML,NULL,SS
mizejo01,Baseball Magazine All-Star,1942,NL,NULL,1B
brownji03,Baseball Magazine All-Star,1942,NL,NULL,2B
vaughar01,Baseball Magazine All-Star,1942,NL,NULL,3B
lombaer01,Baseball Magazine All-Star,1942,NL,NULL,C
reisepe01,Baseball Magazine All-Star,1942,NL,NULL,CF
medwijo01,Baseball Magazine All-Star,1942,NL,NULL,LF
coopemo01,Baseball Magazine All-Star,1942,NL,NULL,P1
wyattwh01,Baseball Magazine All-Star,1942,NL,NULL,P2
vandejo01,Baseball Magazine All-Star,1942,NL,NULL,P3
hugheto04,Baseball Magazine All-Star,1942,NL,NULL,P4
beazljo01,Baseball Magazine All-Star,1942,NL,NULL,P5
slaugen01,Baseball Magazine All-Star,1942,NL,NULL,RF
marioma01,Baseball Magazine All-Star,1942,NL,NULL,SS
gordojo01,Most Valuable Player,1942,AL,NULL,NULL
coopemo01,Most Valuable Player,1942,NL,NULL,NULL
willite01,Triple Crown,1942,AL,NULL,NULL
mizejo01,TSN All-Star,1942,ML,NULL,1B
gordojo01,TSN All-Star,1942,ML,NULL,2B
hackst01,TSN All-Star,1942,ML,NULL,3B
owenmi01,TSN All-Star,1942,ML,NULL,C
dimagjo01,TSN All-Star,1942,ML,NULL,OF
slaugen01,TSN All-Star,1942,ML,NULL,OF
willite01,TSN All-Star,1942,ML,NULL,OF
bonhati01,TSN All-Star,1942,ML,NULL,P
coopemo01,TSN All-Star,1942,ML,NULL,P
hughste01,TSN All-Star,1942,ML,NULL,P
peskyjo01,TSN All-Star,1942,ML,NULL,SS
gordojo01,TSN Guide MVP,1942,AL,NULL,NULL
coopemo01,TSN Guide MVP,1942,NL,NULL,NULL
willite01,TSN Major League Player of the Year,1942,ML,NULL,NULL
yorkru01,Baseball Magazine All-Star,1943,AL,NULL,1B
gordojo01,Baseball Magazine All-Star,1943,AL,NULL,2B
johnsbi03,Baseball Magazine All-Star,1943,AL,NULL,3B
dickebi01,Baseball Magazine All-Star,1943,AL,NULL,C
spencst01,Baseball Magazine All-Star,1943,AL,NULL,CF
kellech01,Baseball Magazine All-Star,1943,AL,NULL,LF
chandsp01,Baseball Magazine All-Star,1943,AL,NULL,P1
troutdi01,Baseball Magazine All-Star,1943,AL,NULL,P2
smithal03,Baseball Magazine All-Star,1943,AL,NULL,P3
wakefdi01,Baseball Magazine All-Star,1943,AL,NULL,RF
applilu01,Baseball Magazine All-Star,1943,AL,NULL,SS
yorkru01,Baseball Magazine All-Star,1943,ML,NULL,1B
hermabi01,Baseball Magazine All-Star,1943,ML,NULL,2B
johnsbi03,Baseball Magazine All-Star,1943,ML,NULL,3B
dickebi01,Baseball Magazine All-Star,1943,ML,NULL,C
musiast01,Baseball Magazine All-Star,1943,ML,NULL,CF
kellech01,Baseball Magazine All-Star,1943,ML,NULL,LF
chandsp01,Baseball Magazine All-Star,1943,ML,NULL,P1
coopemo01,Baseball Magazine All-Star,1943,ML,NULL,P2
sewelri01,Baseball Magazine All-Star,1943,ML,NULL,P3
nichobi01,Baseball Magazine All-Star,1943,ML,NULL,RF
marioma01,Baseball Magazine All-Star,1943,ML,NULL,SS
mccorfr01,Baseball Magazine All-Star,1943,NL,NULL,1B
hermabi01,Baseball Magazine All-Star,1943,NL,NULL,2B
vaughar01,Baseball Magazine All-Star,1943,NL,NULL,3B
coopewa01,Baseball Magazine All-Star,1943,NL,NULL,C
dimagvi01,Baseball Magazine All-Star,1943,NL,NULL,CF
musiast01,Baseball Magazine All-Star,1943,NL,NULL,LF
coopemo01,Baseball Magazine All-Star,1943,NL,NULL,P1
sewelri01,Baseball Magazine All-Star,1943,NL,NULL,P2
riddlel01,Baseball Magazine All-Star,1943,NL,NULL,P3
nichobi01,Baseball Magazine All-Star,1943,NL,NULL,RF
marioma01,Baseball Magazine All-Star,1943,NL,NULL,SS
chandsp01,Most Valuable Player,1943,AL,NULL,NULL
musiast01,Most Valuable Player,1943,NL,NULL,NULL
yorkru01,TSN All-Star,1943,ML,NULL,1B
hermabi01,TSN All-Star,1943,ML,NULL,2B
johnsbi03,TSN All-Star,1943,ML,NULL,3B
coopewa01,TSN All-Star,1943,ML,NULL,C
musiast01,TSN All-Star,1943,ML,NULL,OF
nichobi01,TSN All-Star,1943,ML,NULL,OF
wakefdi01,TSN All-Star,1943,ML,NULL,OF
chandsp01,TSN All-Star,1943,ML,NULL,P
coopemo01,TSN All-Star,1943,ML,NULL,P
sewelri01,TSN All-Star,1943,ML,NULL,P
applilu01,TSN All-Star,1943,ML,NULL,SS
chandsp01,TSN Guide MVP,1943,AL,NULL,NULL
musiast01,TSN Guide MVP,1943,NL,NULL,NULL
chandsp01,TSN Major League Player of the Year,1943,ML,NULL,NULL
yorkru01,Baseball Magazine All-Star,1944,AL,NULL,1B
